Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL5207141,,None,552.58,1,3.58,32k,CCN1C(=O)COc2c(CN3CCN(C(C)=O)CC3)cc(Nc3ncc(F)c(-c4ccc(F)cc4OC)n3)cc21,IC50,'=',2.6,nM,8.59,,,UO_0000065,15.54,0.29,5.01,8.57,0,CHEMBL5139311,Inhibition of CDK9/Cyclin T1 (unknown origin) preincubated for 10 mins followed by ATP and CTD3 addition and measured after 30 mins by mobility shift assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5137023,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.6667 hr,INHIBITOR,,2.6
CHEMBL4242235,,None,357.37,0,3.33,47; NSC 775309,Cn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)N(O)C2=O)c2ccccc21,IC50,'=',2000,nM,5.7,,,UO_0000065,15.95,0.29,2.37,7.28,0,CHEMBL4234042,Inhibition of recombinant full length human CDK9/cyclin T expressed in baculovirus infected Sf9 insect cells using YSPTSPSYSPTSPSYSPTSPSKKKK as substrate in presence of [gamma-33P]ATP,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4229455,1,Scientific Literature,Bioorg Med Chem,2018,None,,,,2
CHEMBL4797409,,None,525.7,2,5.56,B15; THZ-CE-B-15,C=CC(=O)Nc1cccc(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)c1,IC50,'=',198,nM,6.7,,,UO_0000065,12.75,0.25,1.14,6.68,0,CHEMBL4739785,Inhibition of CDK9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3116,Cyclin-dependent kinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4739712,38,SureChEMBL Patent Bioactivity Data,,2020,None,,INHIBITOR,,198
CHEMBL4758566,,None,501.98,1,4.51,BSJ-03-055; Exp 7,C=CC(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)C2)nc1,IC50,'=',530,nM,6.28,,,UO_0000065,12.5,0.24,1.77,5.41,0,CHEMBL4739802,Inhibition of CDK9/cyclin T1 (unknown origin),B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4739714,38,SureChEMBL Patent Bioactivity Data,,2020,None,,INHIBITOR,,530
CHEMBL4071557,,None,305.32,0,3.41,4ag,Nc1nccc(-c2c[nH]c3ncc(-c4cccc(F)c4)cc23)n1,IC50,'=',40,nM,7.4,,,UO_0000065,24.23,0.44,3.99,9.19,0,CHEMBL4032485,Inhibition of CDK9/cyclin T (unknown origin) using YSPTSPSYSPTSPSYSPTSPKKK as substrate after 30 mins in presence of [33P]-gamma-ATP,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4028900,1,Scientific Literature,J Med Chem,2017,None,,,,40
CHEMBL4098589,,None,301.35,0,3.58,4ah,Cc1cccc(-c2cnc3[nH]cc(-c4ccnc(N)n4)c3c2)c1,IC50,'=',146,nM,6.84,,,UO_0000065,22.68,0.41,3.26,8.49,0,CHEMBL4032485,Inhibition of CDK9/cyclin T (unknown origin) using YSPTSPSYSPTSPSYSPTSPKKK as substrate after 30 mins in presence of [33P]-gamma-ATP,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4028900,1,Scientific Literature,J Med Chem,2017,None,,,,146
CHEMBL4085794,,None,315.38,0,3.83,4ak,CCc1ccccc1-c1cnc2[nH]cc(-c3ccnc(N)n3)c2c1,IC50,'=',213,nM,6.67,,,UO_0000065,21.15,0.38,2.84,8.29,0,CHEMBL4032485,Inhibition of CDK9/cyclin T (unknown origin) using YSPTSPSYSPTSPSYSPTSPKKK as substrate after 30 mins in presence of [33P]-gamma-ATP,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4028900,1,Scientific Literature,J Med Chem,2017,None,,,,213
CHEMBL4103720,,None,337.39,0,4.42,4al,Nc1nccc(-c2c[nH]c3ncc(-c4cccc5ccccc45)cc23)n1,IC50,'=',159,nM,6.8,,,UO_0000065,20.15,0.36,2.38,8.45,0,CHEMBL4032485,Inhibition of CDK9/cyclin T (unknown origin) using YSPTSPSYSPTSPSYSPTSPKKK as substrate after 30 mins in presence of [33P]-gamma-ATP,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4028900,1,Scientific Literature,J Med Chem,2017,None,,,,159
CHEMBL4105467,,None,294.36,0,1.77,4bh,CN1CCN(c2nccc(-c3c[nH]c4ncccc34)n2)CC1,IC50,'=',700,nM,6.16,,,UO_0000065,20.91,0.38,4.38,10.1,0,CHEMBL4032485,Inhibition of CDK9/cyclin T (unknown origin) using YSPTSPSYSPTSPSYSPTSPKKK as substrate after 30 mins in presence of [33P]-gamma-ATP,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4028900,1,Scientific Literature,J Med Chem,2017,None,,,,700
CHEMBL4788136,,None,511.67,2,5.17,MFH-4-70-1,C=CC(=O)Nc1ccc(C(=O)N2CC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,IC50,'=',33,nM,7.48,,,UO_0000065,14.62,0.29,2.31,7.45,0,CHEMBL4739785,Inhibition of CDK9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3116,Cyclin-dependent kinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4739712,38,SureChEMBL Patent Bioactivity Data,,2020,None,,INHIBITOR,,33
CHEMBL4758407,,None,505.98,2,6.34,BSJ-03-161; Exp 13,C=CC(=O)Nc1ccc(O[C@@H]2CCC[C@@H](Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)C2)c(F)c1,IC50,'=',786,nM,6.11,,,UO_0000065,12.06,0.23,-0.24,6.64,0,CHEMBL4739802,Inhibition of CDK9/cyclin T1 (unknown origin),B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4739714,38,SureChEMBL Patent Bioactivity Data,,2020,None,,INHIBITOR,,786
CHEMBL4063190,,None,343.42,0,4.48,4aq,Nc1nccc(-c2c[nH]c3ncc(-c4cc5ccccc5s4)cc23)n1,IC50,'=',82,nM,7.09,,,UO_0000065,20.63,0.39,2.61,8.8,0,CHEMBL4032485,Inhibition of CDK9/cyclin T (unknown origin) using YSPTSPSYSPTSPSYSPTSPKKK as substrate after 30 mins in presence of [33P]-gamma-ATP,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4028900,1,Scientific Literature,J Med Chem,2017,None,,,,82
CHEMBL4063017,,None,345.41,0,3.68,4bb,COc1ccc(CCNc2nccc(-c3c[nH]c4ncccc34)n2)cc1,IC50,'=',38,nM,7.42,,,UO_0000065,21.48,0.39,3.74,9.8,0,CHEMBL4032485,Inhibition of CDK9/cyclin T (unknown origin) using YSPTSPSYSPTSPSYSPTSPKKK as substrate after 30 mins in presence of [33P]-gamma-ATP,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4028900,1,Scientific Literature,J Med Chem,2017,None,,,,38
CHEMBL5173041,,None,497.6,0,4.37,4,COc1cc(C(=O)N2CCCC2)ccc1-c1ccnc2[nH]c(-c3ccc(CN4CCOCC4)cc3)nc12,IC50,'=',9,nM,8.05,,,UO_0000065,16.17,0.3,3.68,9.63,0,CHEMBL5098671,Inhibition of CDK9 (unknown origin) using FITC-X-GSRTPMY-NH2 as substrate preincubated for 10 mins followed by substrate addition and measured after 90 mins in the presence of ATP at Km concentration by plate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3116,Cyclin-dependent kinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5096204,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.667 hr,INHIBITOR,,0.009
CHEMBL5171361,,None,437.54,0,2.31,26,COCCn1cc(-c2ccnc3[nH]c(C4CCN(CC(=O)N(C)C)CC4)cc23)ccc1=O,IC50,'=',130,nM,6.89,,,UO_0000065,15.74,0.29,4.58,8.25,0,CHEMBL5098674,Inhibition of CDK9 (unknown origin) using FITC-X-GSRTPMY-NH2 as substrate preincubated for 10 mins followed by substrate addition and measured after 90 mins in the presence of 5 mM ATP by plate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3116,Cyclin-dependent kinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5096204,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.667 hr,INHIBITOR,,0.13
CHEMBL5187219,,None,326.37,0,4.27,11,COc1cc(F)ccc1-c1ccnc2[nH]c(C3CCOCC3)cc12,IC50,'=',1100,nM,5.96,,,UO_0000065,18.26,0.34,1.69,12.64,0,CHEMBL5098675,Inhibition of CDK9 in human MCF7 cells assessed as reduction in RNA polymerase II phosphorylation at ser2 residue incubated for 6 hrs by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,,,,CHEMBL3116,Cyclin-dependent kinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5096204,1,Scientific Literature,J Med Chem,2021,None,TIME = 6.0 hr,INHIBITOR,,1.1
CHEMBL5204939,,None,477.61,0,3.09,29,CN(C)C(=O)CN1CCC(c2cc3c(-c4ccc(=O)n(CC5CCOCC5)c4)ccnc3[nH]2)CC1,IC50,'>',3000,nM,,,,UO_0000065,,,,,0,CHEMBL5098675,Inhibition of CDK9 in human MCF7 cells assessed as reduction in RNA polymerase II phosphorylation at ser2 residue incubated for 6 hrs by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,,,,CHEMBL3116,Cyclin-dependent kinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5096204,1,Scientific Literature,J Med Chem,2021,None,TIME = 6.0 hr,,,3
CHEMBL3421644,,None,387.34,0,2.48,7t,COc1ccc2c(c1)/C(=C1/Nc3cc(F)c(F)cc3/C1=N\OCCO)C(=O)N2,IC50,'=',300,nM,6.52,,,UO_0000065,16.84,0.32,4.04,7.08,0,CHEMBL3424710,Inhibition of against CDK9/cyclinT1 (unknown origin) using Ulight-CFFKNIVTPRTPPPSQGK-amide substrate and ATP incubated for 90 mins by fluorescence based assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL3421588,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,,,0.3
CHEMBL4647649,,None,437.98,0,4.89,51,CC(C)c1cccc(Nc2nc(Nc3ccc(N4CCN(C)CC4)cn3)ncc2Cl)c1,IC50,'=',654,nM,6.18,,,UO_0000065,14.12,0.27,1.29,8.94,0,CHEMBL4605123,Inhibition of recombinant human full-length N-terminal GST-tagged CDK9/cyclinK expressed in baculovirus infected Sf9 insect cells using PDKtide as substrate measured after 120 mins by ADP-glo assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3038475,CDK9/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4602695,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,,,0.654
CHEMBL4642485,,None,437.98,0,4.89,52,CC(C)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cn2)ncc1Cl,IC50,'=',2650,nM,5.58,,,UO_0000065,12.73,0.25,0.69,8.06,0,CHEMBL4605123,Inhibition of recombinant human full-length N-terminal GST-tagged CDK9/cyclinK expressed in baculovirus infected Sf9 insect cells using PDKtide as substrate measured after 120 mins by ADP-glo assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3038475,CDK9/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4602695,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,,,2.65
CHEMBL4754399,,None,415.93,0,3.57,6,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CCCC4)c(Cl)cn2)C1,IC50,'>',3000,nM,,,,UO_0000065,,,,,0,CHEMBL4678817,Reversible inhibition of CDK9 in human MCF7 cells assessed as reduction in RNA Polymerase 2 CTD phosphorylation at Ser2 residues preincubated for 6 hrs followed by compound washout and measured after 0.5 to 2 hrs by immunofluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,,,,CHEMBL3116,Cyclin-dependent kinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4673352,1,Scientific Literature,J Med Chem,2020,None,TIME = 6.0 hr,,,3
CHEMBL4216304,,None,451.51,0,4.3,41,COc1ccccc1-c1ccnc(Nc2ccc(S(=O)(=O)Nc3noc(C)c3C)cc2)n1,IC50,'=',4,nM,8.4,,,UO_0000065,18.6,0.36,4.1,7.04,0,CHEMBL4187421,Inhibition of N-terminal GST-HIS6 fusion protein tagged human full length CDK9 (M1 to F372 residues)/N-terminal GST-HIS6 fusion protein tagged human Cyclin-T1 (M1 to K726 residues) expressed in Sf9 cells at 10 uM using TAMRA-Rbtide substrate and ATP incubated for 1 hr by fluorescent polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4184207,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,,,,4
CHEMBL4209151,,None,469.5,0,4.44,24,COc1cccc(F)c1-c1ccnc(Nc2ccc(S(=O)(=O)Nc3onc(C)c3C)cc2)n1,IC50,'=',1,nM,9,,,UO_0000065,19.17,0.37,4.56,7.55,0,CHEMBL4187421,Inhibition of N-terminal GST-HIS6 fusion protein tagged human full length CDK9 (M1 to F372 residues)/N-terminal GST-HIS6 fusion protein tagged human Cyclin-T1 (M1 to K726 residues) expressed in Sf9 cells at 10 uM using TAMRA-Rbtide substrate and ATP incubated for 1 hr by fluorescent polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4184207,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,,,,1
CHEMBL4791645,,None,414.44,0,4.46,350,CC1(C)CC[C@H](Nc2ncc(C(F)(F)F)c(-c3c[nH]c4cc(C#N)ccc34)n2)CN1,IC50,'=',200,nM,6.7,,,UO_0000065,16.16,0.3,2.24,7.49,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,0.2
CHEMBL5432535,,None,593.2,2,5.1,45,CN(C)S(=O)(=O)c1ccc(Nc2cc(-c3ccc4nc5c(c(N6CC[C@H](N)C6)c4c3)CCCCC5)ccn2)cc1.Cl,IC50,'=',101.7,nM,6.99,,,UO_0000065,12.56,0.24,1.89,6.69,0,CHEMBL5353310,Inhibition of CDK9/CyclinT1 (unknown origin) by ADP-Glo kinase assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5352406,1,Scientific Literature,Eur J Med Chem,2022,None,,INHIBITOR,,101.7
CHEMBL5195298,,None,481.84,1,5.83,ZNL-05-023,CN1CCN(c2ccc(Nc3nc(Cl)c(C(=O)c4c(Cl)cccc4Cl)s3)cc2)CC1,IC50,'=',1410,nM,5.85,,,UO_0000065,12.14,0.27,0.02,12.07,0,CHEMBL5115862,Inhibition of human recombinant full length His-tagged CDK9/Cyclin T1 expressed in Baculovirus expression system by Adapta assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5113411,1,Scientific Literature,Eur J Med Chem,2022,None,,INHIBITOR,,1410
CHEMBL4210771,,None,379.51,0,3.77,4,CC(C)c1n[nH]c2c(NCc3ccccc3)nc(NC3CCCCC3N)nc12,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL4186956,Inhibition of recombinant human full length N-terminal GST/His6-tagged CDK9 (M1 to F372 residues)/N-terminal His6-tagged CyclinT1 (M1 to K726 residues) expressed in Sf9 insect cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4184194,1,Scientific Literature,Bioorg Med Chem,2018,None,,,,1
CHEMBL4779588,,None,419.45,0,3.93,123,COCCn1cc(-c2nc(N[C@H]3CCCNC3)ncc2C(F)(F)F)c2ccccc21,IC50,'=',200,nM,6.7,,,UO_0000065,15.97,0.3,2.77,10.47,0,CHEMBL4742486,Inhibition of CDK9/Cyclin T1 (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 15 mins,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 0.25 hr,INHIBITOR,,0.2
CHEMBL4776998,,None,427.43,0,4.2,170,FC(F)(F)c1cnc(N[C@H]2CCCNC2)nc1-c1c[nH]c2c(-c3cn[nH]c3)cccc12,IC50,'=',200,nM,6.7,,,UO_0000065,15.67,0.3,2.5,7.1,0,CHEMBL4742486,Inhibition of CDK9/Cyclin T1 (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 15 mins,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 0.25 hr,INHIBITOR,,0.2
CHEMBL4754873,,None,545.09,2,6.14,BSJ-01-175; Exp 2,CN(C)C/C=C/C(=O)Nc1ccc(O[C@@H]2CCC[C@@H](Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)C2)cc1,IC50,'=',367,nM,6.43,,,UO_0000065,11.81,0.23,0.3,6.76,0,CHEMBL4739802,Inhibition of CDK9/cyclin T1 (unknown origin),B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4739714,38,SureChEMBL Patent Bioactivity Data,,2020,None,,INHIBITOR,,367
CHEMBL4743840,,None,399.52,0,3.05,THZ-CE-B-22,C=CC(=O)Nc1cccc(C(=O)Nc2ncc(N3CCC(N(C)C)CC3)s2)c1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4739785,Inhibition of CDK9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3116,Cyclin-dependent kinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4739712,38,SureChEMBL Patent Bioactivity Data,,2020,None,,,,10000
CHEMBL4752989,,None,582.8,2,5.49,B16; THZ-CE-B-16,CN(C)C/C=C/C(=O)Nc1cccc(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)c1,IC50,'=',177,nM,6.75,,,UO_0000065,11.59,0.23,1.26,6.52,0,CHEMBL4739785,Inhibition of CDK9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3116,Cyclin-dependent kinase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4739712,38,SureChEMBL Patent Bioactivity Data,,2020,None,,INHIBITOR,,177
CHEMBL5201460,,None,541.66,1,4.47,26d,CCN1C(=O)COc2c(CN3CCOCC3)cc(Nc3nccc(-c4ccc5nn(C)c(C(C)C)c5c4)n3)cc21,IC50,'=',21,nM,7.68,,,UO_0000065,14.17,0.26,3.21,7.86,0,CHEMBL5139311,Inhibition of CDK9/Cyclin T1 (unknown origin) preincubated for 10 mins followed by ATP and CTD3 addition and measured after 30 mins by mobility shift assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5137023,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.6667 hr,INHIBITOR,,21
CHEMBL5196054,,None,538.6,1,4.06,32n,CCN1C(=O)COc2c(CN3CCC(N(C)C)C3)cc(Nc3ncc(F)c(-c4ccc(F)cc4OC)n3)cc21,IC50,'=',3.7,nM,8.43,,,UO_0000065,15.66,0.3,4.37,10.15,0,CHEMBL5139311,Inhibition of CDK9/Cyclin T1 (unknown origin) preincubated for 10 mins followed by ATP and CTD3 addition and measured after 30 mins by mobility shift assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5137023,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.6667 hr,INHIBITOR,,3.7
CHEMBL3958430,,None,474.61,0,4.35,B150,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CC(C)NC(C)C4)cc3)nc2n(C2CCCC2)c1=O,IC50,'=',6.03,nM,8.22,,,UO_0000065,17.32,0.32,3.87,8.92,0,CHEMBL4679477,Inhibition of human full-length N-terminal GST-fused CDK9 (1 to 372 residues)/His-tagged Cyclin-T1 (1 to 726 residues) expressed in baculovirus expression system using PEP as substrate incubated for 17 mins in presence of ATP by TR-FRET assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4673382,1,Scientific Literature,ACS Med Chem Lett,2021,None,TIME = 0.2833 hr,INHIBITOR,,0.00603
CHEMBL4455743,,None,440.91,0,3.35,7j,NS(=O)(=O)c1ccc(N/N=C2\C(=O)N(Cc3ccccc3)c3ccc(Cl)cc32)cc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4315317,Inhibition of human full length N-terminal GST-HIS6 fused CDK9 (M1 to F372 residues)/N-terminal HIS6-fused Cyclin-T1 (M1 to K726 residues) co-expressed in Sf9 cells using (YSPTSPS)2KK as substrate in presence of [gamma33P]ATP,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4311999,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,,,10
CHEMBL4445923,,None,551.69,2,5.52,10cd,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)NCCCCCCN=C=S)cc3F)nc2n1C1CCCC1,IC50,'=',34,nM,7.47,,,UO_0000065,13.54,0.26,1.95,7.15,0,CHEMBL4377494,Inhibition of recombinant full-length human CDK9/cyclinT1 using KTFCGTPEYLAPEVRREPRILSEEEQEMFRDFDYIADWC peptide as substrate measured after 40 mins in presence of [gamma33P]ATP by scintillation counting method,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4376814,1,Scientific Literature,Eur J Med Chem,2019,None,,,,34
CHEMBL4538751,,None,524.55,1,4.62,29,Cc1cc(-c2ccc3nc(Nc4cc([C@@H](C)N5CCN(C(=O)CC(F)(F)F)CC5)ccn4)[nH]c3c2)ncn1,IC50,'=',2130,nM,5.67,,,UO_0000065,10.81,0.2,1.05,5.51,0,CHEMBL4380523,Inhibition of recombinant full length human His-tagged CDK9/CyclinT1 expressed in baculovirus expression system using biotin-labelled Ttds-YISPLKSPYKISEG peptide as substrate preincubated with enzyme for 15 mins followed by substrate addition and further incubated for 25 mins presence of 10 uM of ATP by TR-FRET assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111389,CDK9/cyclin T1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4376867,1,Scientific Literature,J Med Chem,2020,None,,,,2130
CHEMBL4789861,,None,341.85,0,3.75,112,Cc1cccc2c(-c3nc(N[C@H]4CCCNC4)ncc3Cl)c[nH]c12,IC50,'=',20,nM,7.7,,,UO_0000065,22.52,0.44,3.95,11.73,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,20
CHEMBL4796480,,None,341.85,0,3.69,126,C[C@@H]1CCNC[C@@H]1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,IC50,'=',200,nM,6.7,,,UO_0000065,19.6,0.38,3.01,10.21,0,CHEMBL4742485,Inhibition of CDK12 (686 to 1082 residues) /Cyclin K (unknown origin) using 5-FAM-CDK9tide peptide substrate incubated for 3 hrs,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4106169,CDK12/Cyclin K,Homo sapiens,PROTEIN COMPLEX,CHEMBL4742388,38,SureChEMBL Patent Bioactivity Data,,2019,None,TIME = 3.0 hr,INHIBITOR,,0.2
